"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SL","2015-10-28","89.1","-0.7783","5.7263","Jacob deGrom",444876,594798,"single","hit_into_play_score",,,,,"2","Alcides Escobar singles on a line drive to center fielder Juan Lagares.   Alex Gordon scores.    Alex Rios to 2nd.","W","R","R","KC","NYM","X","null","line_drive",0,2,2015,"-0.15922500000000000000","0.60706666666666666667","0.0570","3.2360","null","460086.00","425567.00",0,5,"Bot","123.35","110.38",,,518595,,"151028_203835","2.1850","-129.7790","-0.5930","-0.3670","24.6220","-27.2140","3.3100","1.5100","228","78.2","18.2290","89.5220","2466","6.5150",446274,594798,518595,446263,502517,431151,527038,493316,501571,434158,"53.9844","0.962","0.889","0.90",1,1,0,4,37,"3","Slider",0,1,0,1,1,0,0,1,"Strategic","Standard"
"FF","2015-10-28","96.1","-0.7520","5.4181","Jacob deGrom",444876,594798,"null","foul_bunt",,,,,"3","null","W","R","R","KC","NYM","S","null","null",0,1,2015,"-1.12225833333333333333","1.7394000000000000","0.7070","3.3540","null","460086.00","425567.00",0,5,"Bot","null","null",,,518595,,"151028_203801","6.1910","-139.8090","-3.5400","-14.1030","31.5310","-10.8410","3.3100","1.5100","null","null","null","96.1800","2408","6.6290",446274,594798,518595,446263,502517,431151,527038,493316,501571,434158,"53.8709","null","null","null","null","null","null","null",37,"2","4-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard"
"FF","2015-10-28","93.3","-0.7853","5.5801","Jacob deGrom",444876,594798,"null","foul_bunt",,,,,"11","null","W","R","R","KC","NYM","S","null","null",0,0,2015,"-0.86062500000000000000","1.5659666666666667","-0.1910","4.0170","null","460086.00","425567.00",0,5,"Bot","null","null",,,518595,,"151028_203716","3.3400","-135.9670","-1.3100","-9.7600","31.9010","-14.4020","3.3100","1.5100","null","null","null","93.9780","2276","6.9940",446274,594798,518595,446263,502517,431151,527038,493316,501571,434158,"53.5062","null","null","null","null","null","null","null",37,"1","4-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard"
"FF","2015-10-28","94.7","-0.5335","5.9723","Jacob deGrom",425567,594798,"single","hit_into_play_no_out",,,,,"3","Alex Rios singles on a line drive to left fielder Yoenis Cespedes.   Alex Gordon to 2nd.","W","R","R","KC","NYM","X","null","line_drive",1,1,2015,"-0.85505833333333333333","1.5029000000000000","0.5780","3.1530","null","null","460086.00",0,5,"Bot","98.48","132.25",,,518595,,"151028_203600","4.6680","-137.6710","-3.5370","-9.9830","30.9370","-14.6770","3.6800","1.7200","136","93.9","7.1310","95.1810","2321","6.8650",446274,594798,518595,446263,502517,431151,527038,493316,501571,434158,"53.6343","0.586","0.560","0.90",1,1,0,4,36,"3","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard"
"FF","2015-10-28","95.3","-0.7769","5.5404","Jacob deGrom",425567,594798,"null","foul",,,,,"1","null","W","R","R","KC","NYM","S","null","null",1,0,2015,"-0.76599166666666666667","1.6419333333333333","-0.4340","3.7050","null","null","460086.00",0,5,"Bot","null","null",,,518595,,"151028_203511","2.4470","-138.7430","-2.2980","-8.7550","35.7240","-12.8140","3.6800","1.7200","null","null","null","94.5700","2544","6.4430",446274,594798,518595,446263,502517,431151,527038,493316,501571,434158,"54.0565","null","null","null","null","null","null","null",36,"2","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard"
"FF","2015-10-28","95.9","-0.7519","5.6021","Jacob deGrom",425567,594798,"null","ball",,,,,"13","null","W","R","R","KC","NYM","B","null","null",0,0,2015,"-0.81330833333333333333","1.7207666666666667","-0.2970","1.3900","null","null","460086.00",0,5,"Bot","null","null",,,518595,,"151028_203434","2.8730","-139.3530","-8.4530","-9.4980","35.9000","-11.5700","3.6800","1.7200","null","null","null","94.9990","2500","6.4190",446274,594798,518595,446263,502517,431151,527038,493316,501571,434158,"54.0807","null","null","null","null","null","null","null",36,"1","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard"
"SL","2015-10-28","90.7","-0.8154","5.7192","Jacob deGrom",460086,594798,"walk","ball",,,,,"13","Alex Gordon walks.","W","L","R","KC","NYM","B","null","null",3,2,2015,"0.07596666666666666667","0.66583333333333333333","-1.0420","2.0660","null","null","null",0,5,"Bot","null","null",,,518595,,"151028_203348","-0.7990","-132.1120","-3.6310","2.6000","29.5170","-26.3810","3.2800","1.5500","null","null","null","90.3340","2490","6.3720",446274,594798,518595,446263,502517,431151,527038,493316,501571,434158,"54.1277","null","null","0.70",1,0,0,"null",35,"6","Slider",0,1,0,1,1,0,0,1,"Standard","Strategic"
"CU","2015-10-28","81.4","-0.7139","5.5744","Jacob deGrom",460086,594798,"null","ball",,,,,"14","null","W","L","R","KC","NYM","B","null","null",2,2,2015,"0.63124166666666666667","-0.13826666666666666667","0.1510","0.6540","null","null","null",0,5,"Bot","null","null",,,518595,,"151028_203328","0.3670","-118.4200","-3.5610","7.7810","22.2680","-35.4620","3.2800","1.5500","null","null","null","80.5060","2564","5.9840",446274,594798,518595,446263,502517,431151,527038,493316,501571,434158,"54.5162","null","null","null","null","null","null","null",35,"5","Curveball",0,1,0,1,1,0,0,1,"Standard","Strategic"
"FF","2015-10-28","95.6","-0.7157","5.6933","Jacob deGrom",460086,594798,"null","foul",,,,,"4","null","W","L","R","KC","NYM","S","null","null",2,1,2015,"-1.11947500000000000000","1.4111666666666667","-0.6180","2.2630","null","null","null",0,5,"Bot","null","null",,,518595,,"151028_203305","2.7240","-139.1010","-5.7020","-13.7310","35.2280","-15.7680","3.2800","1.5500","null","null","null","95.4520","2255","6.7530",446274,594798,518595,446263,502517,431151,527038,493316,501571,434158,"53.7473","null","null","null","null","null","null","null",35,"4","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Strategic"
"SL","2015-10-28","88.3","-0.8563","5.7213","Jacob deGrom",460086,594798,"null","ball",,,,,"14","null","W","L","R","KC","NYM","B","null","null",1,1,2015,"0.24296666666666666667","0.54543333333333333333","0.9850","2.1610","null","null","null",0,5,"Bot","null","null",,,518595,,"151028_203249","3.5770","-128.6040","-2.8380","4.4850","26.7070","-28.0650","3.2800","1.5500","null","null","null","88.1450","2519","6.3630",446274,594798,518595,446263,502517,431151,527038,493316,501571,434158,"54.1366","null","null","null","null","null","null","null",35,"3","Slider",0,1,0,1,1,0,0,1,"Standard","Strategic"
