pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,game_pitch_num,season_year,season_type,runner_on,scoring_position
CH,2016-04-08,85,NA,NA,Jacob deGrom,546318,594798,field_out,hit_into_play,NA,NA,NA,NA,13,"Odubel Herrera grounds out, first baseman Lucas Duda to pitcher Jacob deGrom.",R,L,R,NYM,PHI,X,3,ground_ball,2,2,2016,-1.5592416666666666,0.5913,-0.268,1.442,NA,NA,NA,2,1,Top,158.89,161.24,NA,NA,518595,NA,160408_142022,4.757,-123.707,-3.463,-15.997,23.505,-27.85,3.27,1.57,14,104.2,-5.366,86.428,1648,7.2,446921,446263,435522,431151,452678,624424,493316,434158,NA,0.375,0.347,0,1,0,0,2,3,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,11,2016,Regular,0,0
SL,2016-04-08,86.1,-1.5103,5.3861,Jacob deGrom,429667,594798,NA,called_strike,NA,NA,NA,NA,1,NA,R,L,R,NYM,PHI,S,NA,NA,0,0,2016,0.158075,0.4365,-0.646,3.49,NA,NA,NA,0,2,Top,NA,NA,NA,NA,518595,NA,160408_143909,1.109,-125.438,1.15,3.322,23.975,-29.459,3.97,1.93,NA,NA,NA,87.012,2419,6.778,446921,446263,435522,431151,452678,624424,493316,434158,53.7204,NA,NA,NA,NA,NA,NA,NA,9,1,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,12,2016,Regular,0,0
CU,2016-04-08,79.6,NA,NA,Jacob deGrom,429667,594798,NA,called_strike,NA,NA,NA,NA,7,NA,R,L,R,NYM,PHI,S,NA,NA,0,1,2016,0.6437666666666667,-0.21853333333333333,-0.564,2.455,NA,NA,NA,0,2,Top,NA,NA,NA,NA,NA,NA,160408_143925,-0.452,-115.798,0.936,7.483,23.314,-36.026,3.94,1.86,NA,NA,NA,NA,NA,NA,446921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,Curveball,0,0,0,0,0,0,0,0,NA,NA,13,2016,Regular,0,0
FF,2016-04-08,91.8,-1.2108,5.4591,Jacob deGrom,429667,594798,strikeout,swinging_strike,NA,NA,NA,NA,11,Ryan Howard strikes out swinging.,R,L,R,NYM,PHI,S,2,NA,0,2,2016,-1.069375,1.8884666666666667,-0.06,4.331,NA,NA,NA,0,2,Top,NA,NA,NA,NA,518595,NA,160408_143940,4.683,-133.683,-0.614,-11.862,36.508,-11.402,3.78,1.8,NA,NA,NA,91.455,2263,6.818,446921,446263,435522,431151,452678,624424,493316,434158,53.6809,NA,NA,0,1,0,0,NA,9,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,14,2016,Regular,0,0
FF,2016-04-08,92.6,NA,NA,Jacob deGrom,433217,594798,NA,swinging_strike,NA,NA,NA,NA,11,NA,R,L,R,NYM,PHI,S,NA,NA,0,0,2016,-0.9051583333333333,1.1933,-1.062,2.664,NA,NA,NA,1,2,Top,NA,NA,NA,NA,518595,NA,160408_144016,1.955,-134.854,-3.468,-10.29,28.495,-19.295,3.24,1.54,NA,NA,NA,94.211,2114,7.282,446921,446263,435522,431151,452678,624424,493316,434158,NA,NA,NA,NA,NA,NA,NA,NA,10,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,15,2016,Regular,0,0
CH,2016-04-08,83.5,-1.2187,5.5375,Jacob deGrom,433217,594798,NA,swinging_strike,NA,NA,NA,NA,13,NA,R,L,R,NYM,PHI,S,NA,NA,0,1,2016,-1.32405,0.7776333333333333,-1.887,1.909,NA,NA,NA,1,2,Top,NA,NA,NA,NA,518595,NA,160408_144033,0.727,-121.615,-2.547,-12.758,25.457,-26.112,3.24,1.54,NA,NA,NA,84.803,1630,7.275,446921,446263,435522,431151,452678,624424,493316,434158,53.2342,NA,NA,NA,NA,NA,NA,NA,10,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,16,2016,Regular,0,0
CH,2016-04-08,85,-1.1892,5.3101,Jacob deGrom,433217,594798,field_out,hit_into_play,NA,NA,NA,NA,13,"Andres Blanco grounds out, shortstop Asdrubal Cabrera to first baseman Lucas Duda.",R,L,R,NYM,PHI,X,6,ground_ball,0,2,2016,-1.536975,0.9811666666666666,-1.78,1.865,NA,NA,NA,1,2,Top,115.74,162.26,NA,NA,518595,NA,160408_144053,1.364,-123.786,-3.315,-15.457,28.049,-23.761,3.24,1.54,4,65.1,-21.884,86.154,1610,7.414,446921,446263,435522,431151,452678,624424,493316,434158,53.0842,0.031,0.037,0,1,0,0,2,10,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,17,2016,Regular,0,0
FT,2016-04-08,92.4,-1.154,5.4888,Jacob deGrom,501986,594798,NA,called_strike,NA,NA,NA,NA,5,NA,R,L,R,NYM,PHI,S,NA,NA,0,0,2016,-1.4994,1.8010333333333333,-0.099,2.213,NA,NA,NA,2,2,Top,NA,NA,NA,NA,518595,NA,160408_144138,5.5,-134.462,-5.974,-17.708,33.842,-12,3.23,1.49,NA,NA,NA,92.978,2175,7.149,446921,446263,435522,431151,452678,624424,493316,434158,53.3497,NA,NA,NA,NA,NA,NA,NA,11,1,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,18,2016,Regular,0,0
FT,2016-04-08,92.8,-1.157,5.4128,Jacob deGrom,501986,594798,NA,called_strike,NA,NA,NA,NA,2,NA,R,L,R,NYM,PHI,S,NA,NA,0,1,2016,-1.6176916666666667,1.6233,0.047,2.815,NA,NA,NA,2,2,Top,NA,NA,NA,NA,518595,NA,160408_144152,6.199,-134.958,-3.953,-19.297,35.152,-14.17,3.09,1.45,NA,NA,NA,93.263,2130,7.213,446921,446263,435522,431151,452678,624424,493316,434158,53.2859,NA,NA,NA,NA,NA,NA,NA,11,2,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,19,2016,Regular,0,0
FF,2016-04-08,92.8,-1.2983,5.4745,Jacob deGrom,501986,594798,NA,ball,NA,NA,NA,NA,11,NA,R,L,R,NYM,PHI,B,NA,NA,0,2,2016,-0.8912416666666667,1.5731333333333333,-0.492,4.28,NA,NA,NA,2,2,Top,NA,NA,NA,NA,518595,NA,160408_144208,3.355,-135.256,-0.235,-9.938,34.995,-14.713,3.02,1.42,NA,NA,NA,92.918,2228,6.848,446921,446263,435522,431151,452678,624424,493316,434158,53.6607,NA,NA,NA,NA,NA,NA,NA,11,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,20,2016,Regular,0,0
FF,2016-04-08,92.2,-1.0541,5.2592,Jacob deGrom,501986,594798,NA,foul,NA,NA,NA,NA,1,NA,R,L,R,NYM,PHI,S,NA,NA,1,2,2016,-0.9705666666666667,1.4857,-0.44,3.261,NA,NA,NA,2,2,Top,NA,NA,NA,NA,518595,NA,160408_144223,3.208,-134.28,-2.461,-10.813,34.436,-16.046,3.23,1.46,197,72.4,41.9768,92.346,2194,6.899,446921,446263,435522,431151,452678,624424,493316,434158,53.6014,NA,NA,NA,NA,NA,NA,NA,11,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,21,2016,Regular,0,0
CH,2016-04-08,86.5,-1.0805,5.3026,Jacob deGrom,501986,594798,NA,ball,NA,NA,NA,NA,14,NA,R,L,R,NYM,PHI,B,NA,NA,1,2,2016,-1.4395583333333333,0.544,0.748,-0.455,NA,NA,NA,2,2,Top,NA,NA,NA,NA,518595,NA,160408_144243,6.815,-125.531,-7.873,-15.019,25.431,-28.27,3.1,1.34,NA,NA,NA,87.024,1688,6.902,446921,446263,435522,431151,452678,624424,493316,434158,53.6002,NA,NA,NA,NA,NA,NA,NA,11,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,22,2016,Regular,0,0
SL,2016-04-08,88.1,-1.2245,5.5814,Jacob deGrom,501986,594798,single,hit_into_play_no_out,NA,NA,NA,NA,11,Cedric Hunter singles on a ground ball to shortstop Asdrubal Cabrera.,R,L,R,NYM,PHI,X,NA,ground_ball,2,2,2016,0.08431666666666666,0.63,-0.91,2.749,NA,NA,NA,2,2,Top,107.62,154.63,NA,NA,518595,NA,160408_144304,0.003,-128.333,-1.386,2.569,27.228,-27.113,3.23,1.46,41,97.7,-1.587,88.962,2429,6.92,446921,446263,435522,431151,452678,624424,493316,434158,53.5838,0.384,0.36,0.9,1,1,0,2,11,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,23,2016,Regular,0,0
FF,2016-04-08,92.8,-1.1318,5.4305,Jacob deGrom,519237,594798,NA,swinging_strike,NA,NA,NA,NA,4,NA,R,R,R,NYM,PHI,S,NA,NA,0,0,2016,-0.9510833333333333,1.834,-0.459,2.577,NA,NA,501986,2,2,Top,NA,NA,NA,NA,518595,NA,160408_144359,3.446,-135.11,-4.965,-10.693,34.666,-11.436,3.31,1.54,NA,NA,NA,93.943,2417,7.465,446921,446263,435522,431151,452678,624424,493316,434158,53.04,NA,NA,NA,NA,NA,NA,NA,12,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,24,2016,Regular,1,0
FF,2016-04-08,92.3,NA,NA,Jacob deGrom,519237,594798,NA,called_strike,NA,NA,NA,NA,9,NA,R,R,R,NYM,PHI,S,NA,NA,0,1,2016,-0.6421333333333333,1.6405,0.463,2.042,NA,NA,501986,2,2,Top,NA,NA,NA,NA,NA,NA,160408_144440,4.69,-134.266,-6.057,-6.784,26.691,-13.588,3.31,1.54,NA,NA,NA,NA,NA,NA,446921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,4-Seam Fastball,0,0,0,0,0,0,0,0,NA,NA,25,2016,Regular,1,0
FF,2016-04-08,94,NA,NA,Jacob deGrom,519237,594798,strikeout,swinging_strike,NA,NA,NA,NA,6,Cameron Rupp strikes out swinging.,R,R,R,NYM,PHI,S,2,NA,0,2,2016,-0.6811,1.4885666666666666,0.34,2.66,NA,NA,501986,2,2,Top,NA,NA,NA,NA,NA,NA,160408_144505,4.6,-136.705,-4.307,-7.548,28.346,-14.977,3.31,1.54,NA,NA,NA,NA,NA,NA,446921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,12,3,4-Seam Fastball,0,0,0,0,0,0,0,0,NA,NA,26,2016,Regular,1,0
FT,2016-04-08,91.5,-1.1337,5.4264,Jacob deGrom,502034,594798,NA,called_strike,NA,NA,NA,NA,1,NA,R,L,R,NYM,PHI,S,NA,NA,0,0,2016,-1.1264333333333334,1.0987,-0.289,2.868,NA,NA,NA,0,3,Top,NA,NA,NA,NA,518595,NA,160408_150335,4.144,-133.257,-2.553,-12.813,30.07,-20.892,3.18,1.5,NA,NA,NA,92.644,2312,7.155,446921,446263,435522,431151,452678,624424,493316,434158,53.3441,NA,NA,NA,NA,NA,NA,NA,19,1,2-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,27,2016,Regular,0,0
CH,2016-04-08,83.7,NA,NA,Jacob deGrom,502034,594798,field_out,hit_into_play,NA,NA,NA,NA,4,Emmanuel Burriss lines out to shortstop Asdrubal Cabrera.,R,L,R,NYM,PHI,X,6,line_drive,0,1,2016,-1.077725,0.4508333333333333,-0.691,2.273,NA,NA,NA,0,3,Top,114.72,154.12,NA,NA,518595,NA,160408_150351,2.871,-121.792,-1.042,-10.3,22.515,-29.454,3.18,1.5,169,97,7.832,84.759,1713,6.963,446921,446263,435522,431151,452678,624424,493316,434158,NA,0.688,0.646,0,1,0,0,4,19,2,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,28,2016,Regular,0,0
FF,2016-04-08,92.3,-1.1677,5.456,Jacob deGrom,595191,594798,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,NYM,PHI,B,NA,NA,0,0,2016,-0.8926333333333333,1.9286,0.941,2.383,NA,NA,NA,1,3,Top,NA,NA,NA,NA,518595,NA,160408_150418,6.918,-134.179,-5.726,-10.004,28.544,-10.08,3.39,1.61,NA,NA,NA,93.226,2399,6.963,446921,446263,435522,431151,452678,624424,493316,434158,53.5354,NA,NA,NA,NA,NA,NA,NA,20,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Strategic,Standard,29,2016,Regular,0,0
FT,2016-04-08,92.5,NA,NA,Jacob deGrom,595191,594798,NA,called_strike,NA,NA,NA,NA,9,NA,R,R,R,NYM,PHI,S,NA,NA,1,0,2016,-1.2502916666666668,1.4642,0.382,1.766,NA,NA,NA,1,3,Top,NA,NA,NA,NA,518595,NA,160408_150429,6.232,-134.542,-6.06,-14.727,29.652,-15.967,3.33,1.61,NA,NA,NA,93.75,2115,7.248,446921,446263,435522,431151,452678,624424,493316,434158,NA,NA,NA,NA,NA,NA,NA,NA,20,2,2-Seam Fastball,1,0,0,1,0,1,0,1,Strategic,Standard,30,2016,Regular,0,0
SL,2016-04-08,86.6,NA,NA,Jacob deGrom,595191,594798,NA,swinging_strike,NA,NA,NA,NA,14,NA,R,R,R,NYM,PHI,S,NA,NA,1,1,2016,0.18451666666666666,0.8106,0.584,1.423,NA,NA,NA,1,3,Top,NA,NA,NA,NA,518595,NA,160408_150443,3.768,-126.027,-4.681,3.629,25.645,-25.253,3.5,1.61,NA,NA,NA,87.16,2415,6.776,446921,446263,435522,431151,452678,624424,493316,434158,NA,NA,NA,NA,NA,NA,NA,NA,20,3,Slider,1,0,0,1,0,1,0,1,Standard,Standard,31,2016,Regular,0,0
FT,2016-04-08,93.2,-0.9453,5.3153,Jacob deGrom,595191,594798,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,NYM,PHI,B,NA,NA,1,2,2016,-1.1960166666666667,1.361,1.489,2.036,NA,NA,NA,1,3,Top,NA,NA,NA,NA,518595,NA,160408_150458,8.459,-135.439,-5.254,-14.21,30.055,-17.076,3.56,1.66,NA,NA,NA,94.456,2206,7.257,446921,446263,435522,431151,452678,624424,493316,434158,53.2416,NA,NA,NA,NA,NA,NA,NA,20,4,2-Seam Fastball,1,0,0,1,0,1,0,1,Strategic,Standard,32,2016,Regular,0,0
FF,2016-04-08,92.7,-1.0796,5.4458,Jacob deGrom,595191,594798,strikeout,called_strike,NA,NA,NA,NA,9,Jerad Eickhoff called out on strikes.,R,R,R,NYM,PHI,S,2,NA,2,2,2016,-0.99005,1.6161333333333332,0.366,2.139,NA,NA,NA,1,3,Top,NA,NA,NA,NA,518595,NA,160408_150513,5.584,-134.873,-5.655,-11.424,28.555,-13.859,3.5,1.61,NA,NA,NA,94.063,2284,7.217,446921,446263,435522,431151,452678,624424,493316,434158,53.2818,NA,NA,0,1,0,0,NA,20,5,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,33,2016,Regular,0,0
CU,2016-04-08,79.8,-1.2583,5.4992,Jacob deGrom,520471,594798,NA,called_strike,NA,NA,NA,NA,7,NA,R,L,R,NYM,PHI,S,NA,NA,0,0,2016,0.533825,-0.2945,-0.504,1.545,NA,NA,NA,2,3,Top,NA,NA,NA,NA,518595,NA,160408_150543,0.174,-116.175,-0.965,6.546,20.822,-36.841,3.4,1.54,NA,NA,NA,80.216,2448,6.579,446921,446263,435522,431151,452678,624424,493316,434158,53.92,NA,NA,NA,NA,NA,NA,NA,21,1,Curveball,1,0,0,1,0,1,0,1,Standard,Standard,34,2016,Regular,0,0
CH,2016-04-08,84.7,-1.1671,5.3293,Jacob deGrom,520471,594798,NA,ball,NA,NA,NA,NA,7,NA,R,L,R,NYM,PHI,B,NA,NA,0,1,2016,-1.3184833333333332,0.8163333333333334,-0.787,1.829,NA,NA,NA,2,3,Top,NA,NA,NA,NA,518595,NA,160408_150558,3.183,-123.285,-3.093,-13.229,23.027,-25.434,3.24,1.6,NA,NA,NA,85.825,1604,7.003,446921,446263,435522,431151,452678,624424,493316,434158,53.4955,NA,NA,NA,NA,NA,NA,NA,21,2,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,35,2016,Regular,0,0
CU,2016-04-08,77.7,-1.1708,5.5712,Jacob deGrom,520471,594798,NA,ball,NA,NA,NA,NA,11,NA,R,L,R,NYM,PHI,B,NA,NA,1,1,2016,0.7481416666666667,-0.3532666666666667,-0.958,3.991,NA,NA,NA,2,3,Top,NA,NA,NA,NA,518595,NA,160408_150612,-1.387,-113.176,4.4,8.17,20.836,-37.102,3.24,1.61,NA,NA,NA,77.654,2543,6.362,446921,446263,435522,431151,452678,624424,493316,434158,54.137,NA,NA,NA,NA,NA,NA,NA,21,3,Curveball,1,0,0,1,0,1,0,1,Standard,Standard,36,2016,Regular,0,0
FF,2016-04-08,92.6,-1.3095,5.5047,Jacob deGrom,520471,594798,NA,ball,NA,NA,NA,NA,6,NA,R,L,R,NYM,PHI,B,NA,NA,2,1,2016,-0.9371666666666667,1.5932,0.549,2.284,NA,NA,NA,2,3,Top,NA,NA,NA,NA,518595,NA,160408_150628,6.296,-134.622,-5.278,-10.675,28.592,-14.215,3.37,1.61,NA,NA,NA,93.79,2203,7.086,446921,446263,435522,431151,452678,624424,493316,434158,53.4177,NA,NA,NA,NA,NA,NA,NA,21,4,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,37,2016,Regular,0,0
FF,2016-04-08,92.1,-1.1718,5.3688,Jacob deGrom,520471,594798,NA,foul,NA,NA,NA,NA,1,NA,R,L,R,NYM,PHI,S,NA,NA,3,1,2016,-1.299,1.6362,-0.287,3.024,NA,NA,NA,2,3,Top,NA,NA,NA,NA,518595,NA,160408_150646,4.666,-134.075,-3.458,-15.143,31.661,-14.045,3.24,1.45,195,73,37.96,93.17,2187,7.227,446921,446263,435522,431151,452678,624424,493316,434158,53.2719,NA,NA,NA,NA,NA,NA,NA,21,5,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,38,2016,Regular,0,0
FT,2016-04-08,92.9,NA,NA,Jacob deGrom,520471,594798,strikeout,swinging_strike,NA,NA,NA,NA,11,Freddy Galvis strikes out swinging.,R,L,R,NYM,PHI,S,2,NA,3,2,2016,-1.2308083333333333,1.1632,-1.357,3.943,NA,NA,NA,2,3,Top,NA,NA,NA,NA,518595,NA,160408_150706,1.934,-135.392,-0.122,-14.741,28.608,-19.586,3.24,1.45,NA,NA,NA,94.371,2240,7.123,446921,446263,435522,431151,452678,624424,493316,434158,NA,NA,NA,0,1,0,0,NA,21,6,2-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,39,2016,Regular,0,0
CU,2016-04-08,79.4,NA,NA,Jacob deGrom,514917,594798,NA,called_strike,NA,NA,NA,NA,5,NA,R,L,R,NYM,PHI,S,NA,NA,0,0,2016,0.266625,0.039466666666666664,-0.023,2.325,NA,NA,NA,0,4,Top,NA,NA,NA,NA,518595,NA,160408_151500,1.778,-115.488,-0.067,3.853,21.19,-33.616,3.36,1.66,NA,NA,NA,79.427,793,6.446,446921,446263,435522,431151,452678,624424,493316,434158,NA,NA,NA,NA,NA,NA,NA,NA,25,1,Curveball,1,0,0,1,0,1,0,1,Strategic,Standard,40,2016,Regular,0,0
FF,2016-04-08,91.4,-1.2001,5.5234,Jacob deGrom,514917,594798,field_out,hit_into_play,NA,NA,NA,NA,5,Cesar Hernandez flies out softly to left fielder Michael Conforto.,R,L,R,NYM,PHI,X,7,fly_ball,0,1,2016,-0.9204666666666667,1.4814,0.251,2.602,NA,NA,NA,0,4,Top,91.88,120.55,NA,NA,518595,NA,160408_151514,5.185,-132.96,-3.904,-10.093,30.28,-16.194,3.28,1.5,196,66.3,41.009,92.416,2266,7.16,446921,446263,435522,431151,452678,624424,493316,434158,53.3455,0.406,0.404,0,1,0,0,4,25,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Strategic,Standard,41,2016,Regular,0,0
