pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,game_pitch_num,season_year,season_type,runner_on,scoring_position
FF,2015-04-08,95.7,-1.6962,6.1577,Jacob deGrom,547180,594798,NA,called_strike,NA,NA,NA,NA,4,NA,R,L,R,WSH,NYM,S,NA,NA,1,0,2015,-1.019275,1.6218666666666668,-0.574,1.999,NA,NA,488862,1,1,Bot,NA,NA,NA,NA,518595,NA,150408_201345,4.109,-139.11,-7.522,-12.36,34.796,-12.908,3.14,1.34,NA,NA,NA,95.584,2430,6.712,413679,446263,502517,431151,527038,150212,501571,434158,53.7888,NA,NA,NA,NA,NA,NA,NA,6,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,11,2015,Regular,1,0
FT,2015-04-08,95.8,-1.6937,6.1271,Jacob deGrom,547180,594798,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,WSH,NYM,B,NA,NA,1,1,2015,-1.7262416666666667,1.7193333333333334,-0.795,0.863,NA,NA,488862,1,1,Bot,NA,NA,NA,NA,518595,NA,150408_201404,5.506,-138.903,-10.671,-22.099,35.225,-11.686,3.14,1.34,NA,NA,NA,95.992,2325,7.105,413679,446263,502517,431151,527038,150212,501571,434158,53.3957,NA,NA,NA,NA,NA,NA,NA,6,3,2-Seam Fastball,0,0,0,0,0,0,0,0,NA,NA,12,2015,Regular,1,0
FT,2015-04-08,95.8,-1.6924,5.9971,Jacob deGrom,547180,594798,NA,foul,NA,NA,NA,NA,13,NA,R,L,R,WSH,NYM,S,NA,NA,2,1,2015,-1.5383666666666667,1.2907666666666666,-0.933,2.135,NA,NA,488862,1,1,Bot,NA,NA,NA,NA,518595,NA,150408_201436,4.311,-139.332,-6.269,-19.659,34.832,-17.318,3.14,1.34,NA,NA,NA,95.926,2193,6.812,413679,446263,502517,431151,527038,150212,501571,434158,53.6892,NA,NA,NA,NA,NA,NA,NA,6,4,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,13,2015,Regular,1,0
FF,2015-04-08,96.3,-1.7166,6.0919,Jacob deGrom,547180,594798,NA,foul,NA,NA,NA,NA,4,NA,R,L,R,WSH,NYM,S,NA,NA,2,2,2015,-0.9079416666666666,1.7938666666666667,-0.412,1.923,NA,NA,488862,1,1,Bot,NA,NA,NA,NA,518595,NA,150408_201508,4.304,-139.872,-8.286,-10.93,35.236,-10.344,3.14,1.34,NA,NA,NA,96.226,2270,6.787,413679,446263,502517,431151,527038,150212,501571,434158,53.7143,NA,NA,NA,NA,NA,NA,NA,6,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,14,2015,Regular,1,0
FF,2015-04-08,95.8,-1.6917,6.1416,Jacob deGrom,547180,594798,strikeout,swinging_strike,NA,NA,NA,NA,11,Bryce Harper strikes out swinging.,R,L,R,WSH,NYM,S,2,NA,2,2,2015,-0.9413416666666666,1.6634333333333333,-1.196,3.158,NA,NA,488862,1,1,Bot,NA,NA,NA,NA,518595,NA,150408_201606,2.398,-139.41,-4.779,-11.279,36.224,-12.343,3.14,1.34,NA,NA,NA,95.623,2359,6.714,413679,446263,502517,431151,527038,150212,501571,434158,53.7876,NA,NA,0,1,0,0,NA,6,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,15,2015,Regular,1,0
SL,2015-04-08,89.1,-1.8797,6.0564,Jacob deGrom,475582,594798,NA,swinging_strike,NA,NA,NA,NA,8,NA,R,R,R,WSH,NYM,S,NA,NA,0,0,2015,0.023083333333333334,0.8077333333333333,0.029,1.68,NA,NA,488862,2,1,Bot,NA,NA,NA,NA,518595,NA,150408_201639,3.305,-129.592,-5.332,1.867,27.882,-24.914,3.51,1.63,NA,NA,NA,89.72,2408,6.906,413679,446263,502517,431151,527038,150212,501571,434158,53.5948,NA,NA,NA,NA,NA,NA,NA,7,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,16,2015,Regular,1,0
SL,2015-04-08,89.4,-1.7776,5.9571,Jacob deGrom,475582,594798,NA,ball,NA,NA,NA,NA,9,NA,R,R,R,WSH,NYM,B,NA,NA,0,1,2015,-0.19123333333333334,0.7174333333333334,0.707,1.565,NA,NA,488862,2,1,Bot,NA,NA,NA,NA,518595,NA,150408_201701,5.145,-130.042,-5.156,-0.741,32.63,-26.054,3.3,1.42,NA,NA,NA,89.153,2415,6.827,413679,446263,502517,431151,527038,150212,501571,434158,53.6741,NA,NA,NA,NA,NA,NA,NA,7,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,17,2015,Regular,1,0
FT,2015-04-08,94.6,-1.7475,6.1578,Jacob deGrom,475582,594798,home_run,hit_into_play_score,NA,NA,NA,NA,11,Ryan Zimmerman homers (1) on a fly ball to left center field.   Yunel Escobar scores.,R,R,R,WSH,NYM,X,NA,fly_ball,1,1,2015,-1.5216666666666667,1.6777666666666666,-1.754,2.602,NA,NA,488862,2,1,Bot,47.47,49.67,NA,NA,518595,NA,150408_201725,2.313,-137.536,-6.186,-18.787,35.984,-12.733,3.51,1.63,395,103.5,35.176,94.602,2238,6.919,413679,446263,502517,431151,527038,150212,501571,434158,53.5821,0.667,1.331,2,1,0,3,6,7,3,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,18,2015,Regular,1,0
FF,2015-04-08,96.9,-1.7886,6.1367,Jacob deGrom,467092,594798,NA,foul,NA,NA,NA,NA,11,NA,R,R,R,WSH,NYM,S,NA,NA,0,0,2015,-0.92325,1.3409333333333333,-0.084,3.574,NA,NA,NA,2,1,Bot,NA,NA,NA,NA,518595,NA,150408_201825,5.417,-140.904,-3.038,-11.331,35.527,-16.275,3.38,1.45,NA,NA,NA,97.051,2473,6.84,413679,446263,502517,431151,527038,150212,501571,434158,53.6607,NA,NA,NA,NA,NA,NA,NA,8,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Strategic,19,2015,Regular,0,0
CH,2015-04-08,85.6,-1.9957,6.0045,Jacob deGrom,467092,594798,NA,foul,NA,NA,NA,NA,13,NA,R,R,R,WSH,NYM,S,NA,NA,0,1,2015,-0.894025,0.8937333333333334,-0.976,1.934,NA,NA,NA,2,1,Bot,NA,NA,NA,NA,518595,NA,150408_201848,3.071,-124.564,-4.123,-8.609,25.619,-24.511,3.38,1.45,NA,NA,NA,86.893,1713,7.287,413679,446263,502517,431151,527038,150212,501571,434158,53.2145,NA,NA,NA,NA,NA,NA,NA,8,2,Changeup,2,0,2,0,0,2,2,0,Standard,Strategic,20,2015,Regular,0,0
